F1,F2,F3,F4,F5,F7,F8,F6,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,Target
2.2930163420191514,5.618370254357994,4.811916928821904,30.44894283171986,250.58727801144542,85.71401149203355,324.11659334239835,0,2,2,2,32,20281,4,5,2,4,2052,10,816,2
4.05269907953647,6.126360338275234,3.163390851997356,26.451506781565016,255.77218509658647,110.13711689027876,283.037614600772,0,2,1,2,27,19055,4,4,3,5,2064,11,805,3
3.3204574812188037,5.3228985378787375,3.788225844576526,29.20130706933648,257.5676662938209,110.75691128430563,303.34154474712676,0,2,1,2,24,22674,5,5,3,5,1892,11,752,0
2.3661147045343363,7.385127568146806,4.3487282309383435,30.672370093779463,299.54312404887963,106.3416206268022,288.07141069054944,0,3,1,2,20,18541,4,3,3,4,1949,11,795,4
3.4855307303338106,6.5154365861272,4.976807912097409,25.85501538475795,279.28559517977675,110.64463731182344,323.6804445434385,1,1,1,1,23,20161,4,5,2,4,1937,10,704,2
2.103165563345655,5.571607013758657,3.796881257330175,29.53849775703123,276.63736379620565,113.83685758710928,285.09865771273587,0,2,1,1,20,20251,3,3,4,4,2007,11,715,3
4.727961206236346,6.679251711014642,4.564728441092523,27.052502269610912,248.03382103084522,104.54416456949834,298.1620451062716,0,2,1,1,25,19052,3,3,4,6,1924,12,716,3
2.7763399448000508,6.54532060114474,5.214944370590468,32.70341500190064,300.20977853446044,83.54418855878717,313.20482431755727,1,2,1,1,21,22569,3,3,2,5,2033,12,801,1
3.9875668530619457,5.895406795082101,4.539657970455761,28.868365173759397,290.59700122459384,99.50511238668844,311.704949261235,0,2,2,1,34,20744,3,4,4,5,1860,10,719,2
2.9351332282682328,5.283893980499073,3.5823986868840842,31.447940398201265,244.7367853330001,83.1059733868642,299.022788660227,0,1,1,1,24,21869,4,3,3,5,2106,12,811,1
3.5602040635334324,6.678932988981999,3.061001953891345,29.401812337250092,289.5484568060838,96.30172124129723,295.5935875578723,0,2,2,1,26,23000,4,3,3,5,2065,12,819,0
3.640130838029839,6.300769252259483,5.175247184752324,25.34730026283855,278.0476752139852,96.28425956502511,297.8925570348792,0,3,2,1,21,22481,3,3,3,5,1933,12,810,1
2.554563366576581,6.9307959793390985,3.053173527125968,30.06521100475218,245.72077420227447,82.64039376560966,291.89243184213876,0,1,2,1,25,22157,5,3,3,5,2117,10,700,1
4.9087538832936755,6.300408752779983,5.186754181710499,32.611226737653254,272.08104490700595,93.95282135877918,289.239982241806,1,3,2,1,25,22610,3,4,3,4,1912,10,757,1
4.325398470083344,7.130453750796351,4.32234283506803,29.81289456117065,273.92874009910327,84.43992395165259,301.73678639015003,0,2,1,2,24,22525,4,4,3,5,2188,12,792,1
4.818496824692567,6.379767096936214,5.347669246282241,31.55351087541432,251.6042178114293,112.32940840036889,292.08401902304234,0,3,1,1,24,22675,3,3,3,5,2177,10,705,1
4.684482051282947,6.402344928838466,4.996958089434163,32.07365170678726,306.1988702900197,117.90752103857884,292.9357749203763,0,2,2,1,33,19560,4,4,3,5,1990,11,807,4
3.7936999364332555,7.191634006645863,5.494835276333344,26.82463817559146,299.4982760036463,82.89265901031754,309.55402285635506,0,2,1,1,22,21762,3,5,3,5,2178,12,802,2
4.765622705069351,6.008707165530993,3.8767795386292754,26.696358719265813,286.8315636130376,118.20460829166805,323.58417992649515,0,1,1,1,34,19164,4,4,2,4,1986,10,749,3
2.2654775061557584,5.3350380711266014,4.9179707223278175,29.887847910807935,272.3606892700425,100.90306397346981,307.1636740251719,0,3,2,1,29,23419,4,3,4,5,2118,10,817,0
2.5879485872574355,5.071956690783347,4.004827284023105,28.288227758453637,268.8235879109156,91.98262711815495,283.4640760179235,0,1,2,1,34,20722,5,4,3,5,2166,12,809,2
2.1356818667316144,6.887843139184048,4.199689050759773,31.71889042293376,285.5681427005668,83.07448301104654,283.401262623433,0,3,2,1,29,20358,3,3,2,6,1888,10,787,3
2.975990992289793,6.550773878383662,4.568763658045925,32.20018498718409,278.18023085848336,100.0249707228167,322.8140449380505,0,3,2,1,30,18470,3,3,2,5,1986,12,719,4
3.166031869068446,6.760199420248059,5.1841927854658465,27.827371034421745,244.359117411732,111.78062177962994,293.37808556383004,0,1,2,2,31,19416,3,3,3,5,2106,10,713,3
2.814047095321688,5.5324104037722766,5.460208672998238,26.894964471795856,275.8751854139232,108.28345909066792,284.14301437371137,1,1,1,2,21,23761,4,5,4,5,1931,11,832,0
4.486212527455788,5.340928688966924,4.920683534661295,31.244204121950894,296.4482532062988,82.00904045855896,306.9570064217672,0,2,2,1,26,19468,3,3,3,6,2159,12,739,4
3.0702599800807677,5.036361664169704,4.044416955418335,27.198448284385087,272.14679143178705,82.91607341471614,308.064195023062,0,1,1,1,20,18808,5,3,3,5,1922,11,733,4
2.8428035290621425,5.876468897016492,4.053392505692676,31.580914548109426,243.6369604287988,96.11493130530548,309.18271690534095,0,3,1,2,25,18171,4,3,2,5,1847,12,823,4
3.6280882494747453,6.474794217136583,4.843955753972229,28.3899060291901,295.0394739568823,91.81161976191773,292.03309125358936,1,1,2,1,25,22126,4,5,3,5,2087,10,744,1
2.422772674924288,5.98061011274933,3.5969428644207557,30.340399194331763,254.09546474951821,89.29537292224191,280.6799807896514,0,1,1,1,22,22142,4,4,4,5,2175,11,779,1
4.406590942262119,6.093687305059323,3.2761852828284868,25.764282510677347,258.1034584421627,91.24017995634854,323.42569162545124,0,3,1,1,21,22225,3,3,3,6,1978,10,770,1
2.2236519310393126,7.260396736234371,3.8865553941019413,29.990874597412585,251.52944474026071,112.13930973187539,291.2901870560996,1,2,1,2,31,20399,3,4,2,4,1979,12,777,2
4.960660809801552,5.870638667558251,3.7180974791352046,28.614141429897835,263.11505454100484,117.16912214527416,310.42118296236464,1,3,2,1,21,23073,4,4,3,4,1898,12,777,0
4.3167343078899725,6.284973722899527,3.740770301139975,29.692867705403792,292.97260539820445,96.20410778110266,311.79834414454194,0,1,1,1,33,19645,4,4,2,6,2129,12,732,3
2.5961470446025174,6.959132531852857,3.5840193776247746,26.344113661958907,276.3570101652756,116.24444008529989,307.45033376857685,0,2,2,2,32,23700,3,3,3,5,1833,12,732,0
2.016566351370807,5.991356955803175,3.105232974090905,30.894989959553456,254.34168919054989,92.85982804991528,294.08083273961415,1,2,1,1,28,18057,3,5,3,5,1869,12,743,4
4.446384285364502,6.5552167505696834,3.0446848368335346,31.902376620345827,301.4481054706429,99.05747945375167,292.199331419383,1,2,2,1,30,19129,5,3,3,5,1970,11,719,4
4.120572031542851,7.155909271866863,5.469305974340079,26.733918400726203,301.57072984660704,89.04115991263998,306.89507272162166,1,2,2,2,24,19353,3,4,2,4,2165,12,810,3
4.187021504122962,7.3738015591441055,4.069432834339656,25.765716444161292,300.9404897532205,105.61904168703376,318.97430351252615,0,2,1,1,26,18767,5,3,4,5,2071,10,706,4
4.313811040057837,5.367683702322595,3.960816617899204,25.18910868837069,256.71573479670775,119.15924460699236,322.6030178015528,0,2,1,1,31,21895,4,3,3,5,1858,11,723,1
2.222133955202271,7.316469062903736,4.699118206732675,30.13577200354613,271.58675409266914,104.13972384173515,284.7657611981691,0,1,1,1,24,18682,3,3,3,5,1980,10,769,4
3.0753971856328177,6.230290732698846,3.5456347196626603,29.856752288710247,308.94927592986124,94.31256336454196,286.96728756689737,1,2,2,1,26,21454,3,4,3,5,1818,12,811,2
2.347607178575389,5.645610970747396,5.3749029598755635,29.37357930171256,294.04087334169935,105.91269783962113,322.51313164523856,0,1,2,1,32,20008,3,3,3,6,2025,10,803,3
4.5893102776267805,6.147839390595653,4.96586253603888,26.855576768927804,241.9017194857892,84.9168271386155,313.14408527506566,0,2,2,1,23,21142,4,4,3,4,1894,11,753,1
3.8698943804826738,7.450081438213693,3.2235275057806487,28.127247967244116,244.56432138823445,115.54636321061594,319.7347221173398,1,1,1,1,27,19790,4,3,3,6,2168,11,737,3
2.9926940745579476,6.231545234982174,4.043951939462321,29.755810681489386,272.4751963768633,100.12335803119345,289.11846853609046,0,2,2,2,32,19477,4,4,3,4,2096,11,773,3
2.190675050858071,5.82187902571877,5.1977957689054115,28.974134870873357,303.64541441030923,97.97398968158568,306.4413641999231,1,2,2,1,30,18885,5,5,2,5,1880,10,779,4
2.9329469651469866,6.583502135791814,5.361830055728525,32.902284161719095,277.70912585669,103.43459153814077,311.5512817487863,0,1,2,1,33,21906,4,4,4,6,1974,11,731,1
2.975549966080241,5.600364046945483,4.168503778124674,26.091518020453865,274.8468755624003,104.9913545115761,310.6050348451138,0,1,2,1,29,22492,3,4,3,5,2021,10,744,1
4.188818535014192,5.1896583202716595,4.533528473026769,30.56115643238075,247.38315899696414,82.87103224906052,298.3668260890014,0,1,1,2,32,19538,3,4,2,5,1902,12,760,3
3.9126724140656393,5.322199304776623,3.417584865230188,28.234550144834337,285.97460733070056,107.3046888489361,280.6927701261089,1,2,1,1,30,20073,5,3,3,5,1853,12,752,3
4.66163822772898,5.320114597394431,5.477921565342442,28.425596919404917,297.5472212420158,89.67726721262119,306.2316725561918,0,3,2,1,29,18312,3,5,4,5,1982,10,827,4
3.4166447754858478,5.379756733780736,3.5791792534586087,30.74078212526541,266.6294005255294,108.55810530026359,291.3895692630824,0,1,2,1,26,23684,3,3,4,4,2150,11,775,0
2.358782737814905,5.347067931623525,5.356829435337814,30.539489210594958,294.29282956477294,112.90139177536787,300.26144107643006,1,2,1,1,29,23317,4,4,3,6,2117,10,726,0
4.139734361668985,6.602186862008036,4.624116622480921,32.9300479496175,307.5133657730568,112.15834030210081,323.0911456787718,0,1,1,1,34,18810,4,4,2,5,2154,10,761,4
4.282355145850692,5.454700210997862,4.519341987197148,26.027154315633002,254.26365213893823,102.10003869631556,297.9565892939096,0,2,1,2,24,20235,5,3,3,5,2148,10,717,2
3.6838315927084886,5.864168208309658,4.281721277541271,25.83287719507333,276.6330741836319,100.80679569243004,317.7910722998992,0,3,1,1,30,20857,4,3,2,5,2120,12,826,2
4.312901539863683,7.2419710247650295,3.5766745292943964,30.79471053702993,260.09965706592027,85.71503845357647,288.4843272587163,0,1,1,1,25,20763,3,4,4,4,1867,10,808,2
3.4813867890931722,6.184904100657181,3.441320080013771,29.627095336051273,295.4998093323687,111.01384601612543,310.2607224111263,0,2,2,1,24,20032,5,5,2,4,1827,12,802,3
3.568198488145982,6.668894346302568,3.5512155226754385,27.193285332478446,280.43153561168106,90.85637521786857,323.96531294975244,0,1,2,2,26,19507,3,5,2,5,2073,10,776,3
3.282623055075649,5.430799678004075,3.466095655360636,25.635354951911893,284.4207692285213,99.86781691271787,284.58518953928217,0,1,1,1,31,22545,4,4,3,5,2081,12,816,1
2.0762573802322857,5.480722547021677,4.948961183916883,25.685265996771445,295.8539911731126,91.37096371710066,280.37439740022364,0,1,1,1,21,20570,4,4,3,5,2159,10,803,2
2.3236742809799136,5.102171540666197,3.8753131479168252,32.153526997312945,267.71793308637183,85.35313451998772,299.51122566846766,0,1,1,1,24,19894,3,5,3,6,2110,10,748,3
2.094287557060203,5.422337657680411,3.144606691408491,26.534938597749942,304.05630478849304,105.18230787566947,284.16814673731153,0,2,1,1,34,23473,4,3,3,4,1918,11,815,0
3.909231233791341,5.6964758475798964,5.422756575352029,27.586972496924165,277.3120207072298,82.17328139291615,313.6772957354304,0,2,2,1,29,20705,3,3,2,5,2179,11,840,2
2.94306794322898,5.442526210691867,5.209464712408565,26.813251217815903,251.05683759847437,109.945809365048,321.15468987318513,0,2,2,1,34,18596,4,4,2,4,1933,10,799,4
3.525712073494108,5.221756334392639,5.319380707988032,27.8399704466555,288.71293827181614,92.70347181044467,299.53094377189416,0,1,1,1,22,20147,4,5,3,5,1928,10,824,3
4.7226994217782785,5.301589677751502,5.487269556616088,25.555390741968747,295.52829453067784,80.00538772017941,291.64202389699483,0,1,2,1,28,18615,4,5,2,4,1807,10,724,4
2.7478766874466247,6.151946920081814,3.434738123048718,29.152478327266163,262.17331739472684,100.44516556948919,299.5481493552974,0,2,2,1,32,18947,5,4,3,6,1850,10,827,4
3.2311487691068894,5.515834296014481,3.990605047256647,25.54090050873772,300.0025479899127,81.87407634110413,312.55515180325006,1,3,2,1,25,23677,3,3,3,4,2140,11,799,0
4.266653415629146,5.910674652620188,4.895596189260228,31.402852062578894,303.4300278336036,91.04678231283597,280.4074372711167,0,1,1,1,32,22651,4,4,3,6,2080,12,845,1
2.6863944964748674,6.258543177137142,4.740051545134481,26.869696655283462,259.3833141164466,108.27905949822865,306.52542952681137,1,3,2,2,29,22373,4,3,4,5,1974,10,704,1
2.230939729486379,6.725987071573414,3.3847397658496376,29.320095316836085,308.84650309006554,82.50758486487463,307.5981258199321,1,2,1,2,22,21764,3,3,4,6,1982,11,718,2
2.869254358741304,5.098280349602748,5.039582812476544,32.04063270049166,249.8498069634131,113.5735396942401,308.6959711103171,0,2,1,2,26,20013,4,4,4,5,1991,10,717,3
2.4836638617620133,6.998525997272607,3.561101429591652,30.207018952377553,254.1410967881743,80.15279690634333,290.89099359913945,0,2,1,2,23,21697,4,3,2,6,2048,10,820,1
4.789092957027719,6.5697509737272695,3.5595440370565576,29.263662292410682,252.89573874666183,89.87295476807608,312.1323725520157,0,1,1,1,33,18490,3,5,2,4,2034,12,731,4
4.424361138693251,5.20439757987218,4.342436057233534,27.594670024923005,302.57927970055096,109.63616224608286,284.11261688492993,1,1,1,2,22,22350,4,4,3,5,1882,10,848,1
3.9002112695312703,7.183946560266943,4.482349837104258,27.664015304465583,285.8004786627473,92.65080598917227,288.96716514100603,0,2,1,1,27,20428,3,4,4,6,1892,10,709,2
4.614381770563153,7.302181001329533,4.450215519594527,30.35589564158552,250.6472998255591,84.07569552264054,319.4861520994517,0,1,1,1,32,22987,4,3,4,4,2172,12,736,0
4.411016230697344,5.15269489963716,3.228717093494387,32.95311488976934,270.8226392857844,94.40935675201712,313.24254178269547,0,3,2,1,23,18541,3,3,4,4,2193,12,785,4
2.5597101766581076,5.6921941203680095,5.193652156575951,30.294713518795028,283.07086175488615,90.81573145538103,280.61854993051054,1,2,2,1,30,19287,5,3,2,5,2111,12,712,3
4.677676995469933,7.015503199482653,3.6640001064717653,29.4622673389602,245.84248594925683,113.7084760864222,291.17693171664104,1,1,1,2,20,19633,4,5,4,6,2067,12,844,3
3.6180267257469523,6.870649225959146,3.3237873032070104,30.84520408191397,301.7691457885137,92.53391670340572,289.6482917346924,0,2,2,1,25,22920,4,5,3,5,1919,11,708,1
4.422320465492188,5.461302548390943,5.221870199672443,28.721644898269744,296.25224748090744,111.55729887104029,292.1862847616638,0,1,2,1,29,20926,4,4,2,5,1870,11,787,2
4.688273899770479,5.5233733083417755,5.389128745574384,25.48113874080628,275.3644741503647,115.6748857924294,291.1401896625949,0,2,2,2,30,19352,5,3,3,4,1816,11,745,3
2.954010424915592,5.926180256978455,5.155319043163626,29.49837452702328,307.6988630681419,97.35269678306118,282.81368330842804,0,2,1,1,30,22376,4,5,2,4,2052,10,835,1
2.33015577358303,6.211307462977553,5.023790186812195,32.66100227604304,269.243268549257,116.39772575417568,300.6523232468569,1,3,2,1,20,19298,3,3,3,6,1921,12,818,3
2.683805487625825,6.54563692882574,4.638104951597555,26.402423538861278,308.88772233255486,95.09272215852772,312.97300636537744,0,2,2,2,24,22868,4,3,3,4,2179,12,718,1
3.281323365878769,5.922284098924431,4.377143426522848,30.520039126565326,286.7543999162539,118.56313665960433,307.30292761228463,0,2,2,1,26,21967,5,4,3,5,1809,11,793,1
4.45404429776748,6.15633679033287,3.2174668997785254,26.607469509272452,284.4269891277759,83.57158098102292,310.2792250869136,0,2,1,1,34,22423,4,5,3,6,2086,10,725,1
4.582191749769031,6.868677345334391,4.0211330326767465,29.28662147578465,251.61684267070495,107.4807706601297,283.65171303413075,1,3,1,1,25,20258,4,3,4,4,2115,10,745,2
2.020856391593572,5.091708007226495,3.931721292530785,25.773411597173755,301.73494308132507,99.75256161827716,322.81708195795545,1,1,2,1,33,23018,5,3,3,5,2125,10,817,0
3.532241907732697,5.631092360860052,3.6493844594008156,28.60296749006548,269.9242781544431,95.50595221822589,317.7321325229361,0,1,1,2,21,22647,5,5,3,4,2072,11,745,1
3.252233009446337,6.783373964711381,4.808550284221463,31.04930663116197,251.35633840477357,105.30847514994403,316.2290643323048,1,1,1,1,30,20073,5,3,4,5,2105,10,713,3
2.6663234314121906,7.238017094217998,4.239689337696927,27.78057219391186,240.88252639830313,108.15428366537324,317.0342712268795,0,1,1,1,23,18701,3,3,4,4,2092,10,784,3
2.3595961020010483,6.279193605289166,3.20261553976912,30.319293795897742,279.18289785468676,80.17453078601237,321.97197286597424,0,2,2,1,30,19919,4,4,2,5,2009,10,762,3
3.012845514210884,6.330283713163289,3.5504580048745282,31.363599686317833,276.9179735485873,86.67812354988794,304.4914284751164,0,2,2,1,34,20460,4,5,3,5,2017,12,771,2
4.828729111737557,5.26793002834944,4.70814690914899,32.41742255583562,290.3547535658411,108.52184202537275,289.0126908040432,0,2,1,2,21,22262,4,4,2,5,2040,11,702,1
2.969608796062266,6.118530917058637,3.1903271487257503,26.87713665484363,302.31806371124617,106.65541654312825,307.75526235336434,0,1,2,1,30,22264,4,5,2,5,2173,12,727,1
3.556371865230098,6.331543166137558,5.128017285121922,28.194527326474464,245.55846092501207,118.6419002051471,313.42966721505724,1,2,1,1,20,22324,3,4,3,4,1999,12,824,1
4.109056876685534,5.6061762590868245,4.237866317534936,26.21932810664334,291.20475432382534,110.44151161003131,313.2062827009311,0,1,2,1,34,18366,4,3,4,5,2015,11,786,4
3.090888807137882,5.673108077373453,4.20146644331662,32.939868017267,253.11883608683075,118.03090830925352,303.4652060875096,0,2,2,1,22,18527,4,5,2,5,2004,12,845,4
4.915346248162882,5.943210407761557,4.481019461648794,32.41600774339436,300.0723937210015,108.10162006139228,283.080642370011,0,2,2,2,22,22886,3,4,4,5,2015,10,776,1
4.887341884826334,5.050177994444316,5.061702414812872,29.319657042244476,297.3344459703159,91.92208834557772,296.70008222935576,0,1,2,1,34,21718,4,3,4,4,1879,10,775,2
2.7553468874760925,5.8051979139579455,3.8695230197554826,31.73626635501137,277.8555628489881,84.21459689003426,321.4344973808511,1,1,1,1,31,21609,3,4,4,5,2066,10,813,2
3.491745517677156,5.528620017491361,4.695040381397659,29.167663818176337,289.7169959036318,111.27295453379742,306.30020093908416,0,1,2,1,26,21935,4,3,2,4,2189,10,832,1
2.902634929450309,5.818743380444786,4.414329909989478,29.98868550402208,262.0045079228624,105.76596885903663,304.2249374465071,0,3,1,2,20,22619,3,3,4,5,2178,11,774,1
2.8545214831324026,5.299405329548128,3.667570675423553,25.712995456928134,272.98175292529703,81.92744049573184,292.0984081471987,1,3,2,1,28,23191,4,3,3,4,1834,12,758,0
2.1106608420635986,7.226318201849738,5.196574965887895,31.042163363974463,297.514582839733,94.40201863603913,296.580201396246,0,2,2,2,30,23764,4,4,3,5,2088,12,758,0
3.8286930019396905,6.483981133885122,4.993565054017321,26.02170786908188,272.14856380212495,118.27199261937145,320.2905740118926,0,1,2,1,25,20153,4,5,2,4,1817,10,746,2
3.5080370696865844,6.697755797861224,4.6461295866460635,31.608541042020228,265.0458785727809,100.01604582840805,309.9908371387076,0,2,1,2,23,19908,4,4,2,6,1964,10,794,3
2.154436253749968,6.972928096518346,5.126454322735604,31.256224701363088,274.594871307521,97.30916544078818,315.432416203855,0,2,2,1,22,21012,5,5,3,6,1812,12,840,2
2.835939392709834,6.2461054973226435,5.168235502399506,30.669957581943812,297.9774476706053,98.30798420637176,300.4455440380445,1,2,1,1,34,23401,3,3,3,4,2001,11,777,0
4.724797657899961,5.217300720218559,4.770907441787587,25.289283044198097,263.4645633159611,88.35530896020654,308.3611248755271,1,1,1,1,22,22228,3,3,2,5,2028,12,812,1
2.7186856720009174,6.342766354546369,5.09253332090918,27.425026847562627,252.16331151950206,94.74828683459181,291.1772623934443,0,1,2,1,21,21022,5,3,2,4,2145,10,808,2
2.4346846162736693,6.467102795052198,4.743678654173209,27.104900559286744,289.84098142315463,94.79253023948706,311.74573736275687,1,2,1,2,21,21483,3,3,3,5,2165,10,805,2
3.468358280832689,6.8635986854608255,4.700351929400751,27.881091259772152,297.8184748895657,82.0942008074989,299.24206001665016,0,1,2,2,33,20720,5,3,2,5,1800,11,788,2
4.956951362331802,6.079148865574199,4.546528445537961,25.70114197411071,247.04462349664732,110.70270514071673,299.91454816666356,0,1,1,1,31,23738,5,4,4,5,2118,12,732,0
2.726165814534501,5.31895075698891,4.881791598894103,32.4956625842485,256.7911878929161,96.66017727615517,309.2195046059597,0,1,1,1,32,23984,4,5,2,5,2016,11,796,0
4.016406642217635,5.709439764496811,3.396512763232684,29.43041792569901,249.93803928326957,112.88719547265694,322.1326279661017,0,2,2,1,29,19770,5,5,2,4,1833,11,778,3
4.284858845986153,5.907705740996588,5.202176897997321,27.444194485264187,264.3558988107517,114.01392004479581,282.88028559738797,0,3,1,2,24,22113,3,3,3,5,2158,10,715,1
2.712912631977199,6.614793103329003,5.1796088193630805,28.175852136594266,271.5245685233789,88.47976218794632,317.1134456806153,0,3,1,1,28,19777,4,5,3,4,2065,12,743,3
4.184649045835579,6.42694576167228,3.073118207586398,28.577620324038683,292.41784358743143,106.29413928680515,293.1572399685487,1,2,2,1,21,22212,4,3,3,5,1927,10,819,1
